,par,err
0,0.7315847617831882,0.021379408668294957
1,0.002596183953555868,6.229405078413452e-05
2,-2.6885121635708447e-06,7.240257658476154e-08
3,1.6446767432680648e-09,4.285514556881181e-11
4,-4.734510348484031e-13,1.3597316298632098e-14
5,7.03575710830631e-17,2.1901370298514577e-18
6,-4.181613001062932e-21,1.3989445040704264e-22
