,par,err
0,-0.004195136706240721,0.02724020409676031
1,0.004574594518099466,7.937455506567604e-05
2,-4.805560336971263e-06,9.225889100121011e-08
3,2.7951366434724635e-09,5.461034232844943e-11
4,-8.074402196475641e-13,1.732771256142612e-14
5,1.1943508857448757e-16,2.791090891137039e-18
6,-7.034405727094717e-21,1.7828572294119172e-22
