,par,err
0,-1.4974238361251933,0.030726972699071712
1,0.008020034564239092,8.953044965260732e-05
2,-8.30668029914027e-06,1.0405867823503852e-07
3,4.57330423355612e-09,6.159243130406758e-11
4,-1.3218474771112689e-12,1.954238895655403e-14
5,1.952665631672932e-16,3.147717872672687e-18
6,-1.1453482737591829e-20,2.0105971128428565e-22
