,par,err
0,1.9390275894612325,0.007676543697859984
1,-0.0011722252392784693,2.2367459193311557e-05
2,1.4693504404320885e-06,2.599705403331749e-08
3,-7.031153828140814e-10,1.5387678967704842e-11
4,1.9933308631800213e-13,4.882287685197496e-15
5,-2.6599985720020388e-17,7.863963058546656e-19
6,1.334437831300263e-21,5.023086721099085e-23
