,par,err
0,2.469976327340478,0.01639870825085742
1,-0.0020012044137101355,4.778160413166514e-05
2,2.131803444649597e-06,5.553520439386113e-08
3,-9.126717269800098e-10,3.287134770243394e-11
4,2.4923540675017677e-13,1.0429605628765506e-14
5,-3.2650267422425187e-17,1.6799102776817274e-18
6,1.6072664431697726e-21,1.0730386500250153e-22
