,par,err
0,36.85285725280471,0.9447135929259034
1,-0.07686062136364467,0.0023038454164155857
2,7.303306913004894e-05,2.2656403895787664e-06
3,-3.310595874610241e-08,1.1477705510817287e-09
4,7.90896966686697e-12,3.153712206466191e-13
5,-8.82724715961875e-16,4.4504900305733966e-17
6,3.5464887813222205e-20,2.518347705121753e-21
