,par,err
0,1.333089180527324,0.014294551843902178
1,-0.0003840563025026575,4.1650636864627945e-05
2,1.0356129401689348e-06,4.840935683500306e-08
3,-6.524661674789808e-10,2.865355287667966e-11
4,2.130738538932296e-13,9.091361093536139e-15
5,-3.1980750946121755e-17,1.4643577140511422e-18
6,1.798174862012237e-21,9.3535516826362e-23
